"","Year","RLR","Quality","NUll","id","lat","lon","name","coastline_code","station_code","quality","NAP"
"960",1886,6789,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-140
"961",1887,6717,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-212
"962",1888,6691,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-238
"963",1889,6744,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-185
"964",1890,6714,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-215
"965",1891,6753,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-176
"966",1892,6786,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-143
"967",1893,6833,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-96
"968",1894,6828,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-101
"969",1895,6726,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-203
"970",1896,6720,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-209
"971",1897,6738,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-191
"972",1898,6772,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-157
"973",1899,6784,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-145
"974",1900,6757,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-172
"975",1901,6751,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-178
"976",1902,6675,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-254
"977",1903,6767,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-162
"978",1904,6730,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-199
"979",1905,6721,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-208
"980",1906,6762,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-167
"981",1907,6712,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-217
"982",1908,6713,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-216
"983",1909,6793,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-136
"984",1910,6807,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-122
"985",1911,6783,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-146
"986",1912,6844,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-85
"987",1913,6824,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-105
"988",1914,6848,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-81
"989",1915,6814,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-115
"990",1916,6863,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-66
"991",1917,6806,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-123
"992",1918,6790,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-139
"993",1919,6740,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-189
"994",1920,6738,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-191
"995",1921,6755,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-174
"996",1922,6755,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-174
"997",1923,6777,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-152
"998",1924,6761,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-168
"999",1925,6807,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-122
"1000",1926,6798,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-131
"1001",1927,6831,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-98
"1002",1928,6851,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-78
"1003",1929,6791,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-138
"1004",1930,6834,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-95
"1005",1931,6835,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-94
"1006",1932,6824,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-105
"1007",1933,6778,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-151
"1008",1934,6796,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-133
"1009",1935,6842,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-87
"1010",1936,6875,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-54
"1011",1937,6873,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-56
"1012",1938,6841,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-88
"1013",1939,6844,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-85
"1014",1940,6839,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-90
"1015",1941,6817,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-112
"1016",1942,6827,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-102
"1017",1943,6884,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-45
"1018",1944,6904,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-25
"1019",1945,6840,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-89
"1020",1946,6829,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-100
"1021",1947,6804,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-125
"1022",1948,6895,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-34
"1023",1949,6899,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-30
"1024",1950,6909,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-20
"1025",1951,6897,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-32
"1026",1952,6917,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-12
"1027",1953,6865,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-64
"1028",1954,6887,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-42
"1029",1955,6912,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-17
"1030",1956,6855,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-74
"1031",1957,6885,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-44
"1032",1958,6886,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-43
"1033",1959,6859,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-70
"1034",1960,6908,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-21
"1035",1961,6953,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",24
"1036",1962,6903,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-26
"1037",1963,6864,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-65
"1038",1964,6876,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-53
"1039",1965,6915,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-14
"1040",1966,6957,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",28
"1041",1967,6966,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",37
"1042",1968,6898,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-31
"1043",1969,6883,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-46
"1044",1970,6907,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-22
"1045",1971,6866,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-63
"1046",1972,6833,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-96
"1047",1973,6899,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-30
"1048",1974,6908,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-21
"1049",1975,6864,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-65
"1050",1976,6841,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-88
"1051",1977,6892,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-37
"1052",1978,6922,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-7
"1053",1979,6912,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-17
"1054",1980,6955,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",26
"1055",1981,6952,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",23
"1056",1982,6937,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",8
"1057",1983,6976,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",47
"1058",1984,6922,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-7
"1059",1985,6920,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-9
"1060",1986,6916,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-13
"1061",1987,6916,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-13
"1062",1988,6980,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",51
"1063",1989,6955,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",26
"1064",1990,6983,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",54
"1065",1991,6888,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-41
"1066",1992,6935,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",6
"1067",1993,6929,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",0
"1068",1994,6971,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",42
"1069",1995,6972,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",43
"1070",1996,6871,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-58
"1071",1997,6925,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",-4
"1072",1998,7007,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",78
"1073",1999,6999,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",70
"1074",2000,6996,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",67
"1075",2001,7003,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",74
"1076",2002,6992,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",63
"1077",2003,6983,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",54
"1078",2004,7002,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",73
"1079",2005,6986,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",36
"1080",2006,6985,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",35
"1081",2007,7033,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",83
"1082",2008,7005,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",55
"1083",2009,6964,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",14
"1084",2010,6952,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",2
"1085",2011,6983,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",33
"1086",2012,6977,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",27
"1087",2013,6953,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",3
"1088",2014,7000,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",50
"1089",2015,7014,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",64
"1090",2016,7007,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",57
"1091",2017,7037,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",87
"1092",2018,6969,"N",0,32,52.462222,4.554722,"IJMUIDEN",150,41,"N",19
"1093",1921,6839,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-97
"1094",1922,6836,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-100
"1095",1923,6849,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-87
"1096",1924,6830,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-106
"1097",1925,6886,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-50
"1098",1926,6865,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-71
"1099",1927,6854,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-82
"1100",1928,6878,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-58
"1101",1929,6836,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-100
"1102",1930,6865,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-71
"1103",1931,6872,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-64
"1104",1932,6872,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-64
"1105",1933,6810,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-126
"1106",1934,6842,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-94
"1107",1935,6918,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-18
"1108",1936,6908,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-28
"1109",1937,6885,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-51
"1110",1938,6908,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-28
"1111",1939,6868,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-68
"1112",1940,6884,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-52
"1113",1941,6837,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-99
"1114",1942,6848,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-88
"1115",1943,6923,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-13
"1116",1944,6924,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-12
"1117",1945,6924,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-12
"1118",1946,6906,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-30
"1119",1947,6814,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-122
"1120",1948,6909,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-27
"1121",1949,6916,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-20
"1122",1950,6917,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-19
"1123",1951,6896,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-40
"1124",1952,6946,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",10
"1125",1953,6917,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-19
"1126",1954,6925,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-11
"1127",1955,6948,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",12
"1128",1956,6863,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-73
"1129",1957,6889,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-47
"1130",1958,6907,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-29
"1131",1959,6868,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-68
"1132",1960,6893,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-43
"1133",1961,6915,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-21
"1134",1962,6865,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-71
"1135",1963,6814,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-122
"1136",1964,6831,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-105
"1137",1965,6904,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-32
"1138",1966,6902,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-34
"1139",1967,6937,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",1
"1140",1968,6851,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-85
"1141",1969,6873,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-63
"1142",1970,6905,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-31
"1143",1971,6845,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-91
"1144",1972,6817,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-119
"1145",1973,6890,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-46
"1146",1974,6898,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-38
"1147",1975,6858,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-78
"1148",1976,6831,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-105
"1149",1977,6892,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-44
"1150",1978,6865,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-71
"1151",1979,6886,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-50
"1152",1980,6889,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-47
"1153",1981,6938,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",2
"1154",1982,6951,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",15
"1155",1983,6976,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",40
"1156",1984,6901,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-35
"1157",1985,6907,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-29
"1158",1986,6918,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-18
"1159",1987,6907,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-29
"1160",1988,6980,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",44
"1161",1989,6949,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",13
"1162",1990,6987,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",51
"1163",1991,6865,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-71
"1164",1992,6927,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-9
"1165",1993,6906,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-30
"1166",1994,6950,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",14
"1167",1995,6949,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",13
"1168",1996,6829,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-107
"1169",1997,6886,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-50
"1170",1998,6955,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",19
"1171",1999,6950,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",14
"1172",2000,6947,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",11
"1173",2001,6938,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",2
"1174",2002,6923,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-13
"1175",2003,6920,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-16
"1176",2004,6957,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",21
"1177",2005,6951,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-6
"1178",2006,6964,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",7
"1179",2007,7011,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",54
"1180",2008,6994,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",37
"1181",2009,6957,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",0
"1182",2010,6937,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-20
"1183",2011,6987,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",30
"1184",2012,6971,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",14
"1185",2013,6939,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-18
"1186",2014,6989,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",32
"1187",2015,7020,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",63
"1188",2016,6995,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",38
"1189",2017,7032,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",75
"1190",2018,6948,"N",0,236,53.363056,5.22,"WEST-TERSCHELLING",150,11,"N",-9
